#GJM0335C0J270JB01,,
#In Production,,
#2026/06/21,,
#r,,
#DC0V 25degC,,
Frequency[Hz],Resistance[ohm],
2.473E9,0.15481841219732115,
2.494E9,0.15542443186767113,
2.515E9,0.15603024347139083,
2.536E9,0.1566359884694471,
2.557E9,0.15724181329925688,
2.578E9,0.1578478694962264,
2.599E9,0.15845431382894332,
2.62E9,0.15906130844864907,
2.641E9,0.1596690210536678,
2.662E9,0.16027762506953114,
2.683E9,0.1608872998455967,
2.704E9,0.16149823086903226,
2.725E9,0.16211060999710813,
2.746E9,0.16272463570882525,
2.767E9,0.1633405133769917,
2.788E9,0.1639584555619625,
2.809E9,0.1645786823283559,
2.83E9,0.16520142158618104,
2.851E9,0.16582690945793163,
2.872E9,0.16645539067333917,
2.893E9,0.16708711899362996,
2.914E9,0.16772235766728905,
2.935E9,0.16836137991951583,
2.956E9,0.16900446947775,
2.977E9,0.1696519211358603,
2.998E9,0.1703040413598212,
3.019E9,0.17096114893796324,
3.04E9,0.1716235756791607,
3.061E9,0.17229166716263364,
3.082E9,0.1729657835433822,
3.103E9,0.17364630041764503,
3.124E9,0.1743336097531908,
3.145E9,0.17502812088970765,
3.166E9,0.1757302616150601,
3.187E9,0.17644047932374268,
3.208E9,0.17715924226447716,
3.229E9,0.17788704088458157,
3.25E9,0.17862438927950752,
3.271E9,0.17937182675677232,
3.292E9,0.1801299195244616,
3.313E9,0.1808992625155134,
3.334E9,0.1816804813601567,
3.355E9,0.18247423452017622,
3.376E9,0.18328121560011493,
3.397E9,0.1841021558521476,
3.418E9,0.18493782689316196,
3.439E9,0.18578904365461396,
3.46E9,0.18665666758799515,
3.481E9,0.18754161015130222,
3.502E9,0.18844483660477374,
3.523E9,0.18936737014739036,
3.544E9,0.1903102964292818,
3.565E9,0.19127476847930716,
3.586E9,0.1922620120917255,
3.607E9,0.19327333172115396,
3.628E9,0.1943101169409892,
3.649E9,0.1953738495272628,
3.67E9,0.19646611123762756,
3.691E9,0.19758859236397652,
3.712E9,0.19874310114724167,
3.733E9,0.19993157415439494,
3.754E9,0.20115608773082483,
3.775E9,0.20241887065631542,
3.796E9,0.2037223181501786,
3.817E9,0.2050690073909901,
3.838E9,0.20646171473933558,
3.859E9,0.2079034348784839,
3.88E9,0.20939740211854949,
3.901E9,0.2109471141452579,
3.922E9,0.21255635853567578,
3.943E9,0.21422924241128852,
3.964E9,0.21597022565477325,
3.985E9,0.2177841581821951,
4.006E9,0.21967632183888722,
4.027E9,0.22165247757703938,
4.048E9,0.2237189186785403,
4.069E9,0.22588253091090776,
4.09E9,0.22815086065086929,
4.111E9,0.230532192183735,
4.132E9,0.23303563559251314,
4.153E9,0.2356712268952525,
4.174E9,0.2384500423803024,
4.195E9,0.24138432943668184,
4.216E9,0.24448765659235383,
4.237E9,0.2477750859712472,
4.258E9,0.2512633719779382,
4.279E9,0.2549711907384481,
4.3E9,0.25891940569282473,
4.321E9,0.26313137578205004,
4.342E9,0.2676333139372485,
4.363E9,0.2724547051104169,
4.384E9,0.2776287949399055,
4.405E9,0.2831931623889315,
4.426E9,0.289190392412196,
4.447E9,0.29566886798817565,
4.468E9,0.3026837048091926,
4.489E9,0.3102978566633995,
4.51E9,0.31858342518848,
4.531E9,0.32762321432593483,
4.552E9,0.3375125775083728,
4.573E9,0.3483616143142967,
4.594E9,0.360297782760265,
4.615E9,0.37346900291911994,
4.636E9,0.3880473358230263,
4.657E9,0.4042333261195061,
4.678E9,0.42226109318096006,
4.699E9,0.4424042354514198,
4.72E9,0.46498256333602994,
4.741E9,0.4903695744754637,
4.762E9,0.5190003949905408,
4.783E9,0.5513795720483645,
4.804E9,0.5880875242409948,
4.825E9,0.6297834972174688,
4.846E9,0.6772013350160792,
4.867E9,0.7311320117163957,
4.888E9,0.7923834264101051,
4.909E9,0.8617033908494052,
4.93E9,0.9396466289992864,
4.951E9,1.0263631496467864,
4.972E9,1.1212888655002031,
4.993E9,1.2227398508445402,
5.014E9,1.327463047788054,
5.035E9,1.4302871032176545,
5.056E9,1.5241262736812171,
5.077E9,1.6006354698505594,
5.098E9,1.651660409969215,
5.119E9,1.6712082770365928,
5.14E9,1.657180323922923,
5.161E9,1.6120028858674065,
5.182E9,1.5418166118676817,
5.203E9,1.454681470995592,
5.224E9,1.35867606664753,
5.245E9,1.260574190401051,
5.266E9,1.1652920457401028,
5.287E9,1.075929398447047,
5.308E9,0.9941164618389854,
5.329E9,0.9204376550969255,
5.35E9,0.8548077156622991,
5.371E9,0.7967569000989143,
5.392E9,0.745626339342343,
5.413E9,0.7006916853556969,
5.434E9,0.6612356928846321,
5.455E9,0.6265870598623412,
5.476E9,0.5961382277682148,
5.497E9,0.5693507511038997,
5.518E9,0.545753767763581,
5.539E9,0.5249389781615857,
5.56E9,0.5065541515320344,
5.581E9,0.4902963026412577,
5.602E9,0.47590514755082286,
5.623E9,0.46315712987660423,
5.644E9,0.45186012689549904,
5.665E9,0.4418488448435184,
5.686E9,0.4329808615404393,
5.707E9,0.42513325156562587,
5.728E9,0.4181997221772607,
5.749E9,0.41208818961260496,
5.77E9,0.40671873100331113,
5.791E9,0.4020218544208243,
5.812E9,0.39793703717689255,
5.833E9,0.39441148974203,
5.854E9,0.39139910918661863,
5.875E9,0.38885959178360496,
5.896E9,0.3867576793404595,
5.917E9,0.3850625180100277,
5.938E9,0.38374711184776983,
5.959E9,0.3827878563253166,
5.98E9,0.3821641394624663,
6.001E9,0.3818580002789644,
6.022E9,0.3818538359614732,
6.043E9,0.3821381505481732,
6.064E9,0.38269933910257387,
6.085E9,0.3835275023205595,
6.106E9,0.3846142873246626,
6.127E9,0.38595275107533666,
6.148E9,0.38753724339406703,
6.169E9,0.38936330706671507,
6.19E9,0.39142759289347717,
6.211E9,0.3937277878872862,
6.232E9,0.39626255510621744,
6.253E9,0.3990314838463378,
6.274E9,0.40203504912683885,
6.295E9,0.4052745795753049,
6.316E9,0.40875223297261437,
6.337E9,0.41247097884855266,
6.358E9,0.4164345876341364,
6.379E9,0.42064762597799105,
6.4E9,0.4251154579243124,
6.421E9,0.4298442517311143,
6.442E9,0.4348409921815064,
6.463E9,0.44011349830913443,
6.484E9,0.44567044652310467,
6.505E9,0.45152139917892864,
6.526E9,0.45767683870127646,
6.547E9,0.46414820742274815,
6.568E9,0.47094795336128203,
6.589E9,0.4780895822181422,
6.61E9,0.48558771593955874,
6.631E9,0.493458158248784,
6.652E9,0.5017179676224642,
6.673E9,0.510385538256681,
6.694E9,0.5194806896445819,
6.715E9,0.529024765470171,
6.736E9,0.5390407426124703,
6.757E9,0.5495533511519305,
6.778E9,0.5605892063775786,
6.799E9,0.5721769539102669,
6.82E9,0.5843474291853686,
6.841E9,0.5971338326788553,
6.862E9,0.6105719224147816,
6.883E9,0.6247002254612806,
6.904E9,0.6395602703071861,
6.925E9,0.6551968422135418,
6.946E9,0.671658263854343,
6.967E9,0.6889967037995911,
6.988E9,0.7072685156510826,
7.009E9,0.7265346109170844,
7.03E9,0.746860869004393,
7.051E9,0.7683185880127728,
7.072E9,0.7909849803325362,
7.093E9,0.814943717364129,
7.114E9,0.8402855279882383,
7.135E9,0.867108855701065,
7.156E9,0.8955205795703195,
7.177E9,0.9256368043335997,
7.198E9,0.9575837250108338,
7.219E9,0.991498571281133,
7.24E9,1.0275306365063779,
7.261E9,1.0658423955688596,
7.282E9,1.1066107144943436,
7.303E9,1.1500281529779135,
7.324E9,1.196304358184138,
7.345E9,1.245667544249541,
7.366E9,1.298366046374451,
7.387E9,1.3546699307364087,
7.408E9,1.4148726310216928,
7.429E9,1.4792925683060214,
7.45E9,1.5482746922441786,
7.471E9,1.6221918567096236,
7.492E9,1.701445910507375,
7.513E9,1.786468341579337,
7.534E9,1.8777202589036266,
7.555E9,1.975691427447738,
7.576E9,2.0808979853241967,
7.597E9,2.1938783661561825,
7.618E9,2.3151868217899154,
7.639E9,2.445383790837181,
7.66E9,2.5850221903533193,
7.681E9,2.73462853020715,
7.702E9,2.8946775804492018,
7.723E9,3.0655591930517745,
7.744E9,3.2475358420867786,
7.765E9,3.440689577758627,
7.786E9,3.6448574975099217,
7.807E9,3.8595556606922417,
7.828E9,4.083892772423876,
7.849E9,4.316477090336583,
7.87E9,4.555322953308404,
7.891E9,4.797767023792571,
7.912E9,5.040408419289539,
7.933E9,5.279090610258508,
7.954E9,5.508945017809274,
7.975E9,5.724514996862327,
7.996E9,5.919972667910398,
8.017E9,6.0894288960943905,
8.038E9,6.227319264770109,
8.059E9,6.328829140044796,
8.08E9,6.390304103983691,
8.101E9,6.409584278534306,
8.122E9,6.386206971999781,
8.143E9,6.321442235769536,
8.164E9,6.218155803676663,
8.185E9,6.080525185976442,
8.206E9,5.91365856087645,
8.227E9,5.723176710524875,
8.248E9,5.514814685202362,
8.269E9,5.29408572089539,
8.29E9,5.06603101305756,
8.311E9,4.835060824828986,
8.332E9,4.604878712569819,
8.353E9,4.378472677729169,
8.374E9,4.158154278391033,
8.395E9,3.9456276920515108,
8.416E9,3.7420737767477914,
8.437E9,3.5482379842955325,
8.458E9,3.364514646249401,
8.479E9,3.191023215953547,
8.5E9,3.027674356890717,
